rescue_candidate	mapping_hit	alignment_type	alignment_score
PB.23097.2	PB.164619.1	256	2008
PB.23097.2	ENST00000359308.8	256	2008
PB.23097.2	PB.30492.1	256	1803
PB.30492.3	ENST00000360079.8	0	1771
PB.30492.3	PB.23097.1	256	1771
PB.30492.3	PB.164619.1	256	1722
PB.30492.3	ENST00000405878.5	256	1721
PB.30492.3	ENST00000359308.8	256	1721
PB.30492.3	PB.30492.1	256	1517
PB.75790.1	ENST00000405878.5	0	1216
PB.75790.1	PB.60713.1	256	1216
PB.75790.1	PB.68324.1	256	1216
PB.75790.1	ENST00000402580.7	256	1216
PB.75790.1	ENST00000360079.8	256	1216
PB.75790.1	ENST00000359308.8	256	1216
PB.23097.3	PB.23097.1	0	2068
PB.23097.3	PB.164619.1	256	2068
PB.23097.3	ENST00000405878.5	256	2068
PB.23097.3	ENST00000359308.8	256	2068
PB.23097.3	ENST00000360079.8	256	2068
PB.23097.3	PB.30492.1	256	1814
PB.23097.5	PB.164619.1	0	2024
PB.23097.5	ENST00000359308.8	256	2023
PB.23097.5	PB.23097.1	256	1974
PB.23097.5	ENST00000360079.8	256	1974
PB.23097.5	ENST00000405878.5	256	1973
PB.23097.5	PB.37954.1	256	1926
PB.103799.1		4	0
PB.157508.1	PB.103799.5	0	609
PB.157508.1	ENST00000469522.1	256	587
PB.15801.1	PB.3861.2	0	-359
PB.15801.1	ENST00000656592.1	256	-360
PB.15801.1	PB.3861.1	256	-471
PB.3861.3	PB.3861.2	0	4855
PB.3861.3	ENST00000656592.1	256	4855
PB.3861.3	PB.3861.1	256	4743
PB.3861.3	ENST00000668666.1	256	4473
PB.3861.3	ENST00000654032.1	256	4473
PB.3861.3	ENST00000664954.1	256	4114
PB.124842.1	ENST00000612482.4	0	2028
PB.124842.1	ENST00000361204.9	256	2118
PB.124842.1	PB.3863.5	256	2001
PB.124842.1	PB.150603.3	256	2774
PB.8715.1	ENST00000361204.9	0	4201
PB.8715.1	PB.8715.2	256	4194
PB.8715.1	ENST00000612482.4	256	4075
PB.8715.1	PB.3863.5	256	4058
PB.8715.1	PB.8715.6	256	3629
PB.8715.1	PB.88841.3	256	3936
PB.130931.1	PB.8715.6	0	2868
PB.3863.3	ENST00000361204.9	0	4759
PB.3863.3	ENST00000612482.4	256	4633
PB.3863.3	PB.3863.5	256	4623
PB.3863.3	PB.8715.2	256	3825
PB.130931.2	ENST00000361204.9	0	696
PB.130931.2	ENST00000612482.4	256	696
PB.130931.2	PB.8715.2	256	696
PB.130931.2	PB.3863.5	256	687
PB.130931.2	PB.8715.6	256	678
PB.8715.5	PB.8715.2	0	4042
PB.8715.5	ENST00000361204.9	256	4042
PB.8715.5	ENST00000612482.4	256	3916
PB.8715.5	PB.3863.5	256	3912
PB.8715.5	PB.8715.6	256	3483
PB.8715.5	PB.88841.3	256	3788
PB.3863.4	ENST00000361204.9	0	4947
PB.3863.4	ENST00000612482.4	256	4821
PB.3863.4	PB.3863.5	256	4817
PB.3863.4	PB.8715.2	256	4289
PB.3863.4	PB.8715.6	256	3729
PB.8715.4	ENST00000612482.4	0	3311
PB.8715.4	ENST00000361204.9	256	3410
PB.8715.4	PB.3863.5	256	3305
PB.88841.2	PB.3863.5	0	3408
PB.88841.2	ENST00000361204.9	256	3508
PB.88841.2	ENST00000612482.4	256	3408
PB.88841.2	PB.8715.2	256	3508
PB.88841.2	PB.8715.6	256	2979
PB.88841.2	PB.88841.3	256	3258
PB.88841.1	ENST00000361204.9	0	3888
PB.88841.1	PB.8715.2	256	3888
PB.88841.1	PB.3863.5	256	3762
PB.88841.1	ENST00000612482.4	256	3762
PB.88841.1	PB.8715.6	256	3333
PB.88841.1	PB.88841.3	256	3640
PB.3863.6	PB.8715.2	0	2915
PB.3863.6	ENST00000361204.9	256	2915
PB.3863.6	PB.3863.5	256	2789
PB.3863.6	ENST00000612482.4	256	2789
PB.3863.6	PB.8715.6	256	2362
PB.3863.6	PB.88841.3	256	2667
PB.8715.7	PB.8715.2	0	4048
PB.8715.7	ENST00000361204.9	256	4048
PB.8715.7	PB.88841.3	256	4034
PB.8715.7	ENST00000612482.4	256	3922
PB.8715.7	PB.3863.5	256	3922
PB.8715.7	PB.8715.6	256	3502
PB.8715.8	ENST00000612482.4	0	4044
PB.8715.8	ENST00000361204.9	256	4143
PB.8715.8	PB.3863.5	256	4042
PB.130931.5	ENST00000612482.4	0	3312
PB.130931.5	ENST00000361204.9	256	3310
PB.130931.5	PB.3863.5	256	3309
PB.130931.5	PB.150603.3	256	2774
PB.157512.1	PB.8715.6	0	335
PB.75795.1	PB.83240.1	0	918
PB.75795.1	ENST00000402338.5	256	871
PB.75795.1	ENST00000404067.5	256	656
PB.96200.3	ENST00000215980.10	0	800
PB.96200.3	PB.96200.1	256	800
PB.96200.3	PB.83240.1	256	798
PB.96200.3	ENST00000402338.5	256	798
PB.96200.3	ENST00000404067.5	256	588
PB.96200.3	ENST00000407253.7	256	586
PB.83240.2	PB.96200.1	0	818
PB.83240.2	ENST00000215980.10	256	818
PB.83240.2	PB.96200.2	256	608
PB.83240.2	ENST00000402338.5	256	687
PB.83240.2	PB.83240.1	256	687
PB.83240.2	ENST00000407253.7	256	589
PB.103802.1	PB.96200.1	0	518
PB.103802.1	ENST00000215980.10	256	518
PB.103802.1	ENST00000402338.5	256	404
PB.103802.1	PB.83240.1	256	404
PB.75795.2	PB.96200.4	0	327
PB.75795.2	PB.83240.1	256	324
PB.75795.2	ENST00000402420.1	256	313
PB.75795.2	ENST00000402338.5	256	277
PB.75795.2	ENST00000404067.5	256	272
PB.15805.1	ENST00000381348.4	0	1259
PB.53031.1	ENST00000381348.4	0	1262
PB.53033.1	ENST00000396398.8	0	1599
PB.53033.1	PB.23101.1	256	1459
PB.130932.1	ENST00000396398.8	0	3372
PB.130932.1	PB.130932.4	256	3201
PB.130932.1	PB.130932.3	256	2979
PB.130932.1	PB.137400.2	256	3109
PB.130932.1	PB.143914.1	256	2988
PB.124843.1	ENST00000396398.8	0	3499
PB.124843.1	PB.130932.3	256	2878
PB.124843.1	PB.130932.4	256	3039
PB.124843.1	PB.137400.2	256	2947
PB.124843.1	PB.143914.1	256	2826
PB.137400.1	ENST00000396398.8	0	2818
PB.137400.1	PB.143914.1	256	2818
PB.137400.1	PB.137400.2	256	2815
PB.137400.1	PB.130932.3	256	2810
PB.137400.1	PB.130932.4	256	2800
PB.137400.1	PB.164622.1	256	2468
PB.124843.3	ENST00000396398.8	0	3541
PB.124843.3	PB.130932.3	256	2924
PB.124843.3	PB.130932.4	256	3085
PB.124843.3	PB.137400.2	256	2993
PB.124843.3	PB.143914.1	256	2870
PB.130932.5	PB.130932.4	0	3218
PB.130932.5	ENST00000396398.8	256	3211
PB.130932.5	PB.137400.2	256	3093
PB.130932.5	PB.130932.3	256	2841
PB.130932.5	PB.143914.1	256	2967
PB.103804.2	ENST00000331479.4	0	513
PB.103804.2	PB.103804.1	256	513
PB.164624.1	PB.157513.1	0	2034
PB.164624.1	ENST00000332965.4	256	1949
PB.103805.1	ENST00000669665.1	0	537
PB.124845.1	ENST00000323013.7	0	3588
PB.15808.1	ENST00000323013.7	0	1961
PB.15808.1	PB.37959.2	256	1959
PB.15808.1	PB.150604.1	256	1737
PB.150604.2	ENST00000323013.7	0	2487
PB.150604.2	PB.150604.1	256	2344
PB.15808.2	PB.150604.3	0	1801
PB.23103.1	ENST00000327678.10	0	542
PB.23103.1	ENST00000340239.8	256	380
PB.68328.1	ENST00000327678.10	0	1284
PB.68328.1	ENST00000340239.8	256	1082
PB.157515.1	PB.164625.1	16	1447
PB.157515.1	PB.37960.1	272	1447
PB.157515.1	ENST00000357802.6	272	1447
PB.157515.1	ENST00000340239.8	2048	393
PB.157515.1	ENST00000327678.10	256	351
PB.68328.2	ENST00000327678.10	0	1226
PB.68328.2	ENST00000340239.8	256	1008
PB.68328.3	ENST00000327678.10	0	1176
PB.68328.3	ENST00000340239.8	256	946
PB.53035.1	PB.164625.1	0	885
PB.53035.1	ENST00000357802.6	256	883
PB.75797.1	ENST00000357802.6	0	673
PB.75797.1	PB.164625.1	256	673
PB.75797.1	PB.37960.3	256	670
PB.75797.1	ENST00000566851.5	256	617
PB.83241.1	ENST00000357802.6	0	926
PB.83241.1	PB.164625.1	256	907
PB.83241.1	PB.37960.3	256	904
PB.83241.1	ENST00000566851.5	256	833
PB.15809.2	PB.164625.1	0	675
PB.15809.2	ENST00000357802.6	256	675
PB.15809.2	PB.37960.3	256	672
PB.15809.2	ENST00000566851.5	256	619
PB.15809.2	PB.37960.1	256	584
PB.88846.1	PB.37960.3	0	1724
PB.88846.1	ENST00000323013.7	2048	440
PB.130933.1	PB.37960.3	0	820
PB.157517.1	PB.37960.3	0	1870
PB.164625.3	PB.37960.3	0	973
PB.130934.4	PB.124846.1	0	3168
PB.130934.4	ENST00000252115.10	256	3138
PB.130934.4	ENST00000451060.6	256	3090
PB.130934.4	ENST00000348657.6	256	2968
PB.130934.4	PB.130934.6	256	2944
PB.130934.4	PB.137402.1	256	2883
PB.130934.5	PB.124846.1	0	2843
PB.130934.5	ENST00000451060.6	256	2783
PB.130934.5	ENST00000252115.10	256	2798
PB.130934.5	ENST00000348657.6	256	2646
PB.130934.5	PB.130934.6	256	2604
PB.130934.5	PB.137402.1	256	2543
PB.130934.3	ENST00000451060.6	0	3203
PB.130934.3	PB.124846.1	256	3247
PB.130934.3	ENST00000252115.10	256	3202
PB.130934.3	ENST00000348657.6	256	3050
PB.130934.3	PB.130934.6	256	3008
PB.130934.3	PB.137402.1	256	2947
PB.88847.1	ENST00000252115.10	0	3277
PB.88847.1	PB.124846.1	256	3277
PB.88847.1	ENST00000451060.6	256	3200
PB.88847.1	PB.130934.6	256	3077
PB.88847.1	ENST00000348657.6	256	3077
PB.88847.1	PB.137402.1	256	3106
PB.130934.12	PB.130934.6	0	3127
PB.130934.12	ENST00000348657.6	256	3127
PB.130934.12	PB.124846.1	256	3014
PB.130934.12	ENST00000252115.10	256	3014
PB.130934.12	ENST00000451060.6	256	2963
PB.130934.12	PB.137402.1	256	2760
PB.137402.2	PB.130934.6	0	3055
PB.137402.2	ENST00000348657.6	256	3055
PB.137402.2	ENST00000252115.10	256	2942
PB.137402.2	PB.124846.1	256	2942
PB.137402.2	ENST00000451060.6	256	2891
PB.137402.2	PB.137402.1	256	2688
PB.130934.7	PB.124846.1	0	3049
PB.130934.7	ENST00000252115.10	256	3046
PB.130934.7	ENST00000451060.6	256	2972
PB.130934.7	ENST00000348657.6	256	2849
PB.130934.7	PB.130934.6	256	2849
PB.130934.7	PB.137402.1	256	2791
PB.130934.10	ENST00000348657.6	0	3186
PB.130934.10	PB.130934.6	256	3186
PB.130934.10	PB.124846.1	256	3073
PB.130934.10	ENST00000451060.6	256	3022
PB.130934.10	ENST00000252115.10	256	3069
PB.130934.10	PB.137402.1	256	2814
PB.130934.11	ENST00000348657.6	0	3118
PB.130934.11	PB.130934.6	256	3118
PB.130934.11	ENST00000451060.6	256	2954
PB.130934.11	PB.124846.1	256	3005
PB.130934.11	ENST00000252115.10	256	3001
PB.130934.11	PB.137402.1	256	2746
PB.130934.8	PB.124846.1	0	3272
PB.130934.8	ENST00000451060.6	256	3195
PB.130934.8	ENST00000252115.10	256	3227
PB.130934.8	ENST00000348657.6	256	3072
PB.130934.8	PB.130934.6	256	3034
PB.130934.8	PB.137402.1	256	2972
PB.68330.2	ENST00000348657.6	0	1075
PB.68330.2	ENST00000451060.6	256	918
PB.68330.2	PB.124846.1	256	959
PB.68330.2	PB.130934.6	256	1034
PB.68330.2	ENST00000252115.10	256	914
PB.68330.2	ENST00000617178.4	256	714
PB.124846.2	ENST00000451060.6	0	3205
PB.124846.2	ENST00000252115.10	256	3277
PB.124846.2	PB.124846.1	256	3277
PB.124846.2	ENST00000348657.6	256	3077
PB.124846.2	PB.130934.6	256	3077
PB.124846.2	PB.137402.1	256	3106
PB.130934.9	ENST00000252115.10	0	3226
PB.130934.9	PB.124846.1	256	3226
PB.130934.9	ENST00000451060.6	256	3149
PB.130934.9	PB.130934.6	256	3026
PB.130934.9	ENST00000348657.6	256	3026
PB.130934.9	PB.137402.1	256	3106
PB.124846.3	PB.124846.1	0	3315
PB.124846.3	ENST00000451060.6	256	3258
PB.124846.3	ENST00000252115.10	256	3270
PB.124846.3	ENST00000348657.6	256	3118
PB.124846.3	PB.130934.6	256	3077
PB.124846.3	PB.137402.1	256	3015
PB.130934.13	PB.124846.1	0	3305
PB.130934.13	ENST00000451060.6	256	3228
PB.130934.13	ENST00000252115.10	256	3270
PB.130934.13	ENST00000348657.6	256	3105
PB.130934.13	PB.130934.6	256	3077
PB.130934.13	PB.137402.1	256	3015
PB.45504.1	ENST00000352397.10	0	1568
PB.45504.1	PB.37962.1	256	1558
PB.45504.1	PB.23105.2	256	1317
PB.45504.1	PB.157518.1	256	832
PB.45504.1	ENST00000361740.8	256	1472
PB.45504.1	ENST00000407623.7	256	1435
PB.60721.2	ENST00000352397.10	0	1214
PB.60721.2	PB.37962.1	256	1214
PB.60721.2	PB.23105.2	256	973
PB.60721.2	ENST00000407623.7	256	1140
PB.60721.2	ENST00000407332.5	256	1140
PB.60721.2	ENST00000361740.8	256	1140
PB.60721.1	PB.37962.1	0	1400
PB.60721.1	ENST00000352397.10	256	1400
PB.60721.1	PB.23105.2	256	1159
PB.60721.1	PB.157518.1	256	670
PB.60721.1	ENST00000407623.7	256	1314
PB.60721.1	ENST00000361740.8	256	1314
PB.53037.1	PB.37962.1	0	1429
PB.53037.1	ENST00000352397.10	256	1429
PB.53037.1	PB.23105.2	256	1188
PB.53037.1	PB.157518.1	256	699
PB.53037.1	ENST00000407623.7	256	1335
PB.53037.1	ENST00000361740.8	256	1335
PB.68331.1	ENST00000361740.8	0	1210
PB.68331.1	ENST00000352397.10	256	1210
PB.68331.1	PB.157518.1	256	1207
PB.68331.1	PB.53037.6	256	1203
PB.68331.1	PB.23105.2	256	1203
PB.68331.1	PB.37962.1	256	1203
PB.45504.2	ENST00000352397.10	0	1704
PB.45504.2	PB.37962.1	256	1697
PB.45504.2	PB.23105.2	256	1456
PB.45504.2	PB.157518.1	256	974
PB.45504.2	ENST00000361740.8	256	1607
PB.45504.2	ENST00000407623.7	256	1573
PB.45504.4	ENST00000361740.8	0	1717
PB.45504.4	ENST00000352397.10	256	1717
PB.45504.4	PB.53037.6	256	1712
PB.45504.4	PB.37962.1	256	1712
PB.45504.4	ENST00000407623.7	256	1685
PB.45504.4	PB.23105.2	256	1471
PB.53037.3	ENST00000352397.10	0	1353
PB.53037.3	PB.37962.1	256	1346
PB.53037.3	PB.23105.2	256	1105
PB.53037.3	PB.157518.1	256	626
PB.53037.3	ENST00000361740.8	256	1256
PB.53037.3	ENST00000407623.7	256	1222
PB.45504.5	ENST00000352397.10	0	1500
PB.45504.5	PB.37962.1	256	1495
PB.45504.5	PB.23105.2	256	1254
PB.45504.5	PB.157518.1	256	772
PB.45504.5	ENST00000361740.8	256	1403
PB.45504.5	ENST00000407623.7	256	1371
PB.45504.6	ENST00000352397.10	0	1753
PB.45504.6	PB.37962.1	256	1749
PB.45504.6	PB.23105.2	256	1508
PB.45504.6	PB.157518.1	256	1023
PB.45504.6	ENST00000361740.8	256	1656
PB.45504.6	ENST00000407623.7	256	1625
PB.45504.7	ENST00000352397.10	0	1634
PB.45504.7	PB.37962.1	256	1634
PB.45504.7	PB.23105.2	256	1393
PB.45504.7	ENST00000361740.8	256	1568
PB.45504.7	ENST00000407623.7	256	1543
PB.45504.7	ENST00000407332.5	256	1532
PB.45504.8	ENST00000352397.10	0	1563
PB.45504.8	PB.37962.1	256	1563
PB.45504.8	PB.23105.2	256	1322
PB.45504.8	ENST00000361740.8	256	1492
PB.45504.8	ENST00000407623.7	256	1465
PB.45504.8	ENST00000407332.5	256	1454
PB.68331.3	ENST00000352397.10	0	1244
PB.68331.3	PB.37962.1	256	1244
PB.68331.3	PB.23105.2	256	1003
PB.68331.3	ENST00000407332.5	256	1169
PB.68331.3	ENST00000407623.7	256	1169
PB.68331.3	ENST00000361740.8	256	1169
PB.60721.3	ENST00000352397.10	0	1250
PB.60721.3	PB.37962.1	256	1250
PB.60721.3	PB.23105.2	256	1009
PB.60721.3	ENST00000361740.8	256	1174
PB.60721.3	ENST00000407332.5	256	1174
PB.60721.3	ENST00000407623.7	256	1174
PB.37962.2	PB.37962.1	0	1769
PB.37962.2	ENST00000361740.8	256	1769
PB.37962.2	ENST00000352397.10	256	1769
PB.37962.2	PB.53037.6	256	1768
PB.37962.2	ENST00000407623.7	256	1742
PB.37962.2	PB.23105.2	256	1528
PB.96202.1	PB.23105.2	0	473
PB.96202.1	PB.37962.1	256	473
PB.96202.1	ENST00000352397.10	256	473
PB.96202.1	PB.157518.1	256	473
PB.96202.1	ENST00000361740.8	2048	355
PB.96202.1	ENST00000407623.7	256	355
PB.30499.2	PB.37962.1	0	1816
PB.30499.2	ENST00000352397.10	256	1816
PB.30499.2	PB.23105.2	256	1575
PB.30499.2	PB.157518.1	256	1089
PB.30499.2	ENST00000361740.8	256	1719
PB.30499.2	ENST00000407623.7	256	1692
PB.45504.9	ENST00000352397.10	0	1688
PB.45504.9	PB.37962.1	256	1688
PB.45504.9	PB.23105.2	256	1447
PB.45504.9	ENST00000361740.8	256	1663
PB.45504.9	ENST00000407623.7	256	1637
PB.45504.9	PB.157518.1	256	1161
PB.60721.4	ENST00000352397.10	0	1270
PB.60721.4	PB.37962.1	256	1270
PB.60721.4	ENST00000361740.8	256	1231
PB.60721.4	PB.23105.2	256	1231
PB.60721.4	ENST00000407623.7	256	1206
PB.60721.4	ENST00000407332.5	256	1195
PB.83242.2	PB.37962.1	0	657
PB.83242.2	ENST00000352397.10	256	657
PB.83242.2	ENST00000361740.8	256	657
PB.83242.2	PB.23105.2	256	657
PB.83242.2	ENST00000407623.7	256	632
PB.83242.2	ENST00000407332.5	256	621
PB.68331.4	PB.23105.2	0	1230
PB.68331.4	PB.157518.1	256	1230
PB.68331.4	ENST00000361740.8	256	1230
PB.68331.4	PB.37962.1	256	1230
PB.68331.4	ENST00000352397.10	256	1230
PB.68331.4	PB.53037.6	256	1230
PB.60721.5	ENST00000352397.10	0	1228
PB.60721.5	PB.37962.1	256	1228
PB.60721.5	PB.23105.2	256	987
PB.60721.5	PB.157518.1	256	501
PB.60721.5	ENST00000407623.7	256	1131
PB.60721.5	ENST00000361740.8	256	1131
PB.30499.3	PB.37962.1	0	1763
PB.30499.3	ENST00000352397.10	256	1763
PB.30499.3	PB.23105.2	256	1522
PB.30499.3	ENST00000361740.8	256	1708
PB.30499.3	ENST00000407623.7	256	1686
PB.30499.3	ENST00000407332.5	256	1675
PB.37962.3	PB.37962.1	0	1725
PB.37962.3	ENST00000352397.10	256	1725
PB.37962.3	PB.23105.2	256	1484
PB.37962.3	ENST00000407623.7	256	1660
PB.37962.3	ENST00000361740.8	256	1660
PB.37962.3	ENST00000407332.5	256	1652
PB.45504.10	ENST00000352397.10	0	1784
PB.45504.10	PB.37962.1	256	1784
PB.45504.10	PB.23105.2	256	1543
PB.45504.10	ENST00000361740.8	256	1704
PB.45504.10	ENST00000407623.7	256	1704
PB.45504.10	ENST00000407332.5	256	1696
PB.60721.6	ENST00000352397.10	0	1369
PB.60721.6	PB.37962.1	256	1369
PB.60721.6	PB.23105.2	256	1128
PB.60721.6	ENST00000361740.8	256	1286
PB.60721.6	ENST00000407623.7	256	1286
PB.60721.6	ENST00000407332.5	256	1277
PB.60721.7	PB.37962.1	0	1485
PB.60721.7	ENST00000352397.10	256	1485
PB.60721.7	PB.23105.2	256	1244
PB.60721.7	ENST00000407332.5	256	1388
PB.60721.7	ENST00000407623.7	256	1388
PB.60721.7	ENST00000361740.8	256	1388
PB.157519.1	PB.137403.2	0	2117
PB.157519.1	PB.164627.2	256	2255
PB.157519.1	PB.164627.1	256	2280
PB.23106.2	PB.137403.1	0	2020
PB.23106.2	ENST00000642412.2	256	2020
PB.23106.2	ENST00000249005.3	256	2019
PB.23106.2	PB.15811.1	256	2018
PB.23106.2	PB.164627.2	256	1877
PB.23106.2	PB.164627.1	256	1877
PB.157520.1	ENST00000263245.10	0	2538
PB.157520.1	PB.88848.1	256	1211
PB.157520.1	PB.164628.3	256	2314
PB.157520.1	PB.164628.2	256	2027
PB.150606.1	ENST00000263245.10	0	2618
PB.150606.1	PB.88848.1	256	1303
PB.150606.1	PB.164628.3	256	2406
PB.150606.1	PB.164628.2	256	2122
PB.157520.3	ENST00000263245.10	0	2476
PB.157520.3	PB.88848.1	256	1190
PB.157520.3	PB.164628.3	256	2270
PB.157520.3	PB.164628.2	256	1981
PB.157520.4	ENST00000263245.10	0	2234
PB.157520.4	PB.164628.3	256	2028
PB.157520.4	PB.164628.2	256	1739
PB.157520.4	PB.88848.1	256	1936
PB.137405.1	PB.130935.3	0	2992
PB.137405.1	ENST00000263246.8	256	2991
PB.137405.1	PB.130935.6	256	2990
PB.137405.1	PB.143919.3	256	2885
PB.137405.1	ENST00000337959.8	256	2720
PB.137405.1	ENST00000407585.5	256	2717
PB.137405.2	ENST00000263246.8	0	2979
PB.137405.2	ENST00000337959.8	256	3001
PB.137405.2	ENST00000407585.5	256	2997
PB.137405.2	PB.130935.6	256	2851
PB.137405.2	PB.130935.3	256	2850
PB.137405.2	PB.143919.3	256	2613
PB.137405.4	ENST00000263246.8	0	2984
PB.137405.4	PB.130935.6	256	2984
PB.137405.4	PB.130935.3	256	2984
PB.137405.4	PB.143919.3	256	2885
PB.137405.4	ENST00000337959.8	256	2712
PB.137405.4	ENST00000407585.5	256	2711
PB.130935.7	PB.130935.3	0	3124
PB.130935.7	ENST00000263246.8	256	3121
PB.130935.7	PB.130935.6	256	3121
PB.130935.7	ENST00000407585.5	256	2851
PB.130935.7	ENST00000337959.8	256	2849
PB.130935.7	PB.143919.3	256	2885
PB.143919.2	PB.150607.1	0	2593
PB.143919.2	PB.143919.3	256	2593
PB.143919.2	ENST00000263246.8	256	2593
PB.143919.2	PB.130935.6	256	2593
PB.143919.2	PB.130935.3	256	2593
PB.143919.2	PB.157521.1	256	2590
PB.130935.5	PB.130935.6	0	3104
PB.130935.5	PB.130935.3	256	3104
PB.130935.5	ENST00000263246.8	256	3104
PB.130935.5	ENST00000337959.8	256	2832
PB.130935.5	ENST00000407585.5	256	2831
PB.130935.5	PB.143919.3	256	2885
PB.130935.8	ENST00000263246.8	0	3104
PB.130935.8	PB.130935.6	256	2977
PB.130935.8	PB.130935.3	256	2975
PB.130935.8	ENST00000337959.8	256	2705
PB.130935.8	ENST00000407585.5	256	2702
PB.130935.8	PB.143919.3	256	2748
PB.143919.1	ENST00000337959.8	0	2867
PB.143919.1	ENST00000407585.5	256	2866
PB.143919.1	PB.130935.6	256	2718
PB.143919.1	ENST00000263246.8	256	2718
PB.143919.1	PB.130935.3	256	2718
PB.143919.1	PB.143919.3	256	2613
PB.130935.4	PB.130935.6	0	3123
PB.130935.4	ENST00000263246.8	256	3123
PB.130935.4	PB.130935.3	256	3121
PB.130935.4	ENST00000337959.8	256	2852
PB.130935.4	ENST00000407585.5	256	2848
PB.130935.4	PB.143919.3	256	2885
PB.3865.3	PB.3865.2	0	4220
PB.3865.3	PB.3865.1	256	1078
PB.60722.1	PB.53039.1	0	1526
PB.60722.1	ENST00000266254.12	256	1504
PB.60722.1	PB.53039.2	256	1442
PB.60722.1	PB.68333.1	256	1349
PB.53039.3	PB.53039.1	0	1510
PB.53039.3	ENST00000266254.12	256	1508
PB.53039.3	PB.53039.2	256	1450
PB.53039.3	PB.68333.1	256	1290
PB.83247.1	ENST00000290429.11	0	765
PB.83247.1	PB.68334.2	256	762
PB.75802.1	PB.83247.2	0	1089
PB.75802.1	ENST00000290429.11	256	853
PB.75802.1	ENST00000327555.5	256	1063
PB.75802.1	PB.68334.2	256	836
PB.75802.2	ENST00000290429.11	0	1259
PB.75802.2	PB.68334.2	256	1242
PB.75802.2	PB.83247.2	256	836
PB.150608.1	PB.68334.2	0	752
PB.150608.1	ENST00000290429.11	256	752
PB.103811.1	ENST00000337554.8	0	384
PB.103811.1	PB.96205.2	256	372
PB.103811.1	PB.83248.1	256	339
PB.103811.1	ENST00000396265.4	256	339
PB.103811.1	ENST00000329563.8	256	331
PB.96205.1	ENST00000337554.8	0	641
PB.96205.1	PB.96205.2	256	629
PB.96205.1	ENST00000396265.4	256	596
PB.96205.1	PB.83248.1	256	596
PB.96205.1	ENST00000329563.8	256	565
PB.96205.1	PB.103811.2	256	584
PB.164632.1	PB.130937.2	0	1813
PB.164632.1	ENST00000216129.7	256	1813
PB.164632.1	PB.124848.2	256	1692
PB.164632.1	PB.137406.1	256	1567
PB.157522.1	ENST00000216129.7	0	1906
PB.157522.1	PB.130937.2	256	1894
PB.157522.1	PB.124848.2	256	1768
PB.157522.1	PB.137406.1	256	1634
PB.150609.1	ENST00000216129.7	0	1909
PB.150609.1	PB.130937.2	256	1908
PB.150609.1	PB.124848.2	256	1783
PB.150609.1	PB.137406.1	256	1649
PB.15813.1	ENST00000216129.7	0	2135
PB.15813.1	PB.23108.1	256	2135
PB.15813.1	PB.157522.2	256	2135
PB.15813.1	PB.150609.2	256	2135
PB.15813.1	PB.130937.2	256	2135
PB.15813.1	PB.124848.2	256	2135
PB.150609.3	PB.150609.2	0	2472
PB.150609.3	PB.130937.2	256	2472
PB.150609.3	PB.157522.2	256	2472
PB.150609.3	ENST00000216129.7	256	2472
PB.150609.3	PB.164632.2	256	2472
PB.150609.3	PB.124848.2	256	2351
PB.130937.1	ENST00000216129.7	0	3152
PB.130937.1	PB.130937.2	256	3151
PB.130937.1	PB.124848.2	256	3025
PB.130937.1	PB.137406.1	256	2891
PB.130937.1	PB.150609.2	256	2604
PB.164632.3	PB.157522.2	0	2330
PB.164632.3	PB.164632.2	256	2330
PB.164632.3	PB.150609.2	256	2330
PB.164632.3	ENST00000216129.7	256	2330
PB.164632.3	PB.130937.2	256	2330
PB.164632.3	PB.137406.1	256	2330
PB.157522.3	PB.137406.1	0	2481
PB.157522.3	ENST00000216129.7	256	2481
PB.157522.3	PB.150609.2	256	2481
PB.157522.3	PB.157522.2	256	2481
PB.157522.3	PB.130937.2	256	2481
PB.157522.3	PB.164632.2	256	2480
PB.124848.4	PB.130937.2	0	3218
PB.124848.4	ENST00000216129.7	256	3218
PB.124848.4	PB.124848.2	256	3097
PB.124848.4	PB.137406.1	256	2968
PB.124848.4	PB.150609.2	256	2681
PB.137406.2	ENST00000216129.7	0	2992
PB.137406.2	PB.130937.2	256	2986
PB.137406.2	PB.124848.2	256	2865
PB.137406.2	PB.137406.1	256	2974
PB.137406.2	PB.150609.2	256	2815
PB.137406.2	PB.157522.2	256	2629
PB.150609.4	ENST00000216129.7	0	2686
PB.150609.4	PB.137406.1	256	2686
PB.150609.4	PB.130937.2	256	2686
PB.150609.4	PB.150609.2	256	2686
PB.150609.4	PB.124848.2	256	2565
PB.150609.4	PB.157522.2	256	2628
PB.30504.1	PB.23109.1	0	769
PB.30504.1	ENST00000423180.2	256	775
PB.30504.1	ENST00000216180.8	256	749
PB.15814.3	ENST00000216180.8	0	1916
PB.15814.3	PB.23109.1	256	1633
PB.15814.3	ENST00000423180.2	256	1578
PB.88851.1	ENST00000216180.8	0	2468
PB.88851.1	PB.23109.1	256	2245
PB.88851.1	ENST00000423180.2	256	2192
PB.37965.1	PB.23109.1	0	585
PB.37965.1	ENST00000216180.8	256	578
PB.37965.1	ENST00000423180.2	256	560
PB.124849.2	PB.23109.1	0	299
PB.124849.2	ENST00000216180.8	256	294
PB.124849.2	ENST00000423180.2	256	284
PB.124849.2	ENST00000216180.8	2048	235
PB.124849.2	ENST00000423180.2	256	235
