rescue_candidate	mapping_hit	alignment_type	alignment_score
PB.157473.2	ENST00000249066.10	0	2422
PB.157473.2	ENST00000358502.10	256	2385
PB.157473.2	PB.45451.1	256	2006
PB.157473.2	PB.23056.2	256	1928
PB.164585.1	PB.143876.1	0	1838
PB.164585.1	ENST00000422706.5	256	1802
PB.164585.1	ENST00000397278.8	256	1805
PB.164585.1	ENST00000426053.5	256	1733
PB.164585.1	PB.143876.2	256	1740
PB.164585.1	ENST00000319136.8	256	1716
PB.30450.1	PB.23057.1	0	1889
PB.30450.1	PB.143876.1	256	1180
PB.30450.1	ENST00000422706.5	256	1125
PB.30450.1	PB.23057.3	256	1813
PB.30450.1	PB.15757.1	256	1649
PB.30450.1	ENST00000319136.8	256	1058
PB.30450.2	PB.23057.1	0	1908
PB.30450.2	PB.143876.1	256	1208
PB.30450.2	ENST00000397278.8	256	1205
PB.30450.2	PB.23057.3	256	1843
PB.30450.2	PB.143876.2	256	1138
PB.30450.2	PB.15757.1	256	1684
PB.30450.3	ENST00000426053.5	0	1319
PB.30450.3	PB.150554.1	256	1319
PB.30450.3	PB.23057.1	256	1954
PB.30450.3	ENST00000397278.8	256	1237
PB.30450.3	PB.23057.3	256	1889
PB.30450.3	PB.15757.1	256	1794
PB.37902.1	ENST00000397278.8	0	1966
PB.37902.1	ENST00000422706.5	256	1966
PB.37902.1	PB.143876.2	256	1966
PB.37902.1	PB.150554.1	256	1966
PB.37902.1	ENST00000319136.8	256	1966
PB.37902.1	ENST00000426053.5	256	1966
PB.23058.1	ENST00000216181.11	0	1977
PB.23058.1	PB.3841.13	256	1976
PB.3841.11	ENST00000216181.11	0	6783
PB.3841.11	PB.3841.13	256	6782
PB.3841.12	ENST00000216181.11	0	4881
PB.3841.12	PB.3841.13	256	4880
PB.3841.21	ENST00000216181.11	0	4393
PB.3841.21	PB.3841.13	256	4393
PB.3841.15	ENST00000216181.11	0	7338
PB.3841.15	PB.3841.13	256	7338
PB.3841.16	PB.3841.13	0	6877
PB.3841.16	ENST00000216181.11	256	6877
PB.3841.14	PB.3841.13	0	7416
PB.3841.14	ENST00000216181.11	256	7377
PB.130890.4	ENST00000216181.11	0	2873
PB.130890.4	PB.3841.13	256	2873
PB.3841.24	PB.3841.13	0	5804
PB.3841.24	ENST00000216181.11	256	5804
PB.130890.7	PB.3841.13	0	-311
PB.130890.7	ENST00000216181.11	256	-311
PB.60665.1	PB.45454.1	0	1025
PB.96156.1	PB.103757.1	0	597
PB.96156.1	ENST00000216185.7	256	585
PB.96156.1	PB.68273.2	256	444
PB.96156.1	PB.45454.1	256	511
PB.96156.1	ENST00000416967.1	256	461
PB.96156.1	PB.75746.2	256	422
PB.96156.3	PB.103757.1	0	471
PB.96156.3	ENST00000416967.1	256	530
PB.96156.3	PB.75746.2	256	424
PB.96156.3	PB.45454.1	256	461
PB.96156.3	ENST00000216185.7	256	461
PB.96156.3	PB.68273.2	256	323
PB.96156.5	PB.83180.3	0	691
PB.96156.5	ENST00000216185.7	256	691
PB.96156.5	PB.68273.2	256	571
PB.96156.5	PB.45454.1	256	639
PB.96156.5	ENST00000416967.1	256	589
PB.96156.5	PB.96156.4	256	589
PB.60665.2	PB.45454.1	0	1153
PB.52975.3	PB.45454.1	0	782
PB.8689.1	ENST00000397224.9	0	3672
PB.8689.1	ENST00000216187.10	256	3408
PB.8689.2	ENST00000397224.9	0	2836
PB.8689.2	ENST00000216187.10	256	3191
PB.8689.2	PB.137366.1	256	3042
PB.8689.2	PB.137366.2	256	3032
PB.88815.1	ENST00000397224.9	0	2890
PB.88815.1	ENST00000216187.10	256	3310
PB.88815.1	PB.137366.1	256	3187
PB.88815.1	PB.137366.2	256	3032
PB.88815.2	ENST00000397224.9	0	2836
PB.88815.2	ENST00000216187.10	256	3298
PB.88815.2	PB.137366.1	256	3191
PB.88815.2	PB.137366.2	256	3032
PB.88815.3	ENST00000397224.9	0	2866
PB.88815.3	ENST00000216187.10	256	3189
PB.88815.3	PB.137366.2	256	3093
PB.88815.3	PB.137366.1	256	3040
PB.164587.1	ENST00000397224.9	0	1314
PB.124813.1	ENST00000216187.10	0	3389
PB.124813.1	ENST00000397224.9	256	3280
PB.124813.1	PB.137366.1	256	3197
PB.124813.1	PB.137366.2	256	3032
PB.124813.2	ENST00000397224.9	0	3271
PB.124813.2	ENST00000216187.10	256	3241
PB.137366.3	ENST00000216187.10	0	2464
PB.137366.3	PB.137366.1	256	2464
PB.137366.3	PB.137366.2	256	2462
PB.137366.3	ENST00000397224.9	256	2462
PB.143879.2	PB.137366.1	0	2581
PB.143879.2	ENST00000216187.10	256	2563
PB.143879.2	PB.137366.2	256	2454
PB.143879.2	ENST00000397224.9	256	2454
PB.15760.1	ENST00000397223.4	0	986
PB.15760.1	PB.137366.1	256	883
PB.15760.1	ENST00000216187.10	256	883
PB.15760.1	ENST00000397224.9	256	881
PB.15760.1	PB.137366.2	256	881
PB.124813.4	ENST00000397223.4	0	635
PB.124813.4	ENST00000216187.10	256	532
PB.124813.4	PB.137366.1	256	532
PB.124813.4	ENST00000397224.9	256	530
PB.124813.4	PB.137366.2	256	530
PB.52976.2	PB.37907.1	0	1535
PB.52976.2	ENST00000216190.13	256	1505
PB.52976.2	ENST00000405442.5	256	1415
PB.52976.2	PB.37907.4	256	1415
PB.37907.2	PB.37907.1	0	1794
PB.37907.2	ENST00000216190.13	256	1792
PB.37907.2	PB.37907.4	256	1701
PB.37907.2	ENST00000405442.5	256	1658
PB.37907.3	ENST00000216190.13	0	1790
PB.37907.3	PB.37907.1	256	1790
PB.37907.3	PB.37907.4	256	1790
PB.37907.3	ENST00000405442.5	256	1747
PB.30454.2	ENST00000216190.13	0	1791
PB.30454.2	PB.37907.1	256	1791
PB.30454.2	PB.37907.4	256	1789
PB.30454.2	ENST00000405442.5	256	1746
PB.30454.1	ENST00000216190.13	0	1734
PB.30454.1	PB.37907.1	256	1734
PB.30454.1	ENST00000405442.5	256	1644
PB.30454.1	PB.37907.4	256	1644
PB.45456.2	PB.37907.1	0	1557
PB.45456.2	ENST00000216190.13	256	1556
PB.45456.2	PB.37907.4	256	1465
PB.45456.2	ENST00000405442.5	256	1422
PB.164588.1	PB.37907.1	0	1362
PB.164588.1	ENST00000216190.13	256	1360
PB.164588.1	PB.37907.4	256	1269
PB.164588.1	ENST00000405442.5	256	1226
PB.45456.1	PB.37907.1	0	1668
PB.45456.1	ENST00000216190.13	256	1646
PB.45456.1	PB.37907.4	256	1555
PB.45456.1	ENST00000405442.5	256	1512
PB.52976.3	PB.37907.1	0	1592
PB.52976.3	ENST00000216190.13	256	1568
PB.52976.3	PB.37907.4	256	1477
PB.52976.3	ENST00000405442.5	256	1434
PB.30454.3	PB.37907.4	0	1856
PB.30454.3	ENST00000405442.5	256	1776
PB.30454.3	PB.37907.1	256	1788
PB.30454.3	ENST00000216190.13	256	1788
PB.130892.1	PB.37907.1	0	543
PB.130892.1	ENST00000216190.13	256	522
PB.130892.1	PB.37907.4	256	432
PB.130892.1	ENST00000405442.5	256	389
PB.124814.1	PB.37907.1	0	15
PB.124814.1	ENST00000216190.13	256	-15
PB.124814.1	PB.37907.4	256	-105
PB.124814.1	ENST00000405442.5	256	-147
PB.83182.1	PB.37907.1	0	266
PB.83182.1	ENST00000216190.13	256	226
PB.88816.1		4	0
PB.68276.1	PB.68276.5	0	1320
PB.68276.1	PB.68276.4	256	1195
PB.68276.1	ENST00000401419.7	256	1177
PB.68276.1	ENST00000341116.7	256	1102
PB.68276.1	ENST00000429360.6	256	1097
PB.68276.1	PB.75751.1	256	1125
PB.83184.1	ENST00000397225.2	0	1135
PB.83184.1	PB.68276.2	256	1135
PB.83184.1	PB.68276.3	256	1135
PB.83184.1	PB.60666.1	256	1135
PB.83184.1	ENST00000341116.7	256	1133
PB.83184.1	ENST00000429360.6	256	1129
PB.30456.2	PB.143880.1	0	1969
PB.30456.2	PB.137367.1	256	1969
PB.30456.2	PB.130894.1	256	1969
PB.23061.1	PB.137368.1	0	2168
PB.23061.1	ENST00000406725.6	256	2168
PB.23061.1	ENST00000676104.1	256	2168
PB.23061.1	ENST00000346753.9	256	2168
PB.23061.1	ENST00000406856.7	256	2076
PB.23061.1	ENST00000381792.6	256	2076
PB.150560.1	ENST00000249071.11	0	1065
PB.150560.1	PB.83185.1	256	1063
PB.150560.1	PB.75752.2	256	1063
PB.150560.1	PB.52981.1	256	1063
PB.75752.1	ENST00000249071.11	0	1255
PB.75752.1	PB.75752.2	256	1178
PB.75752.1	PB.52981.1	256	1090
PB.75752.1	PB.83185.1	256	1062
PB.15763.1	PB.75752.2	0	1123
PB.15763.1	ENST00000249071.11	256	1123
PB.15763.1	PB.52981.1	256	1123
PB.15763.1	PB.83185.1	256	1079
PB.157476.1	PB.137370.1	0	332
PB.157476.1	ENST00000402997.5	256	330
PB.157476.1	ENST00000405206.3	256	318
PB.157476.1	ENST00000248901.11	256	297
PB.52983.1	PB.37912.3	0	1387
PB.52983.1	PB.23065.1	256	1387
PB.52983.1	ENST00000249014.5	256	1387
PB.52983.1	PB.15766.2	256	1386
PB.52983.1	PB.124818.1	256	1295
PB.37912.1	ENST00000249014.5	0	1625
PB.37912.1	PB.23065.1	256	1621
PB.37912.1	PB.124818.1	256	328
PB.37912.1	PB.15766.2	256	1519
PB.37912.1	PB.45462.1	256	1603
PB.37912.1	PB.37912.3	256	1359
PB.37912.2	ENST00000249014.5	0	1506
PB.37912.2	PB.23065.1	256	1502
PB.37912.2	PB.124818.1	256	208
PB.37912.2	PB.45462.1	256	1664
PB.37912.2	PB.15766.2	256	1399
PB.37912.2	PB.37912.3	256	1240
PB.30458.1	PB.23065.1	0	2024
PB.30458.1	ENST00000249014.5	256	2024
PB.30458.1	PB.124818.1	256	699
PB.30458.1	PB.15766.2	256	1917
PB.30458.1	PB.37912.3	256	1758
PB.52983.2	PB.23065.1	0	1354
PB.52983.2	ENST00000249014.5	256	1354
PB.52983.2	PB.15766.2	256	1354
PB.52983.2	PB.124818.1	256	33
PB.52983.2	PB.45462.1	256	1495
PB.52983.2	PB.37912.3	256	1238
PB.60670.1	PB.8695.1	0	1441
PB.60670.1	ENST00000325180.12	256	1441
PB.60670.1	PB.150561.1	256	1441
PB.60670.1	PB.150561.3	256	1441
PB.60670.1	PB.23066.1	256	1440
PB.60670.1	PB.130898.3	256	1436
PB.83186.1	PB.8695.1	0	1056
PB.68280.2	PB.8695.1	0	1287
PB.68280.2	PB.137372.3	2048	203
PB.52984.1	PB.8695.1	0	1286
PB.52984.1	PB.137372.3	2048	523
PB.52984.1	PB.130898.3	256	346
PB.52984.1	ENST00000406772.5	256	317
PB.103766.1	ENST00000451997.6	0	671
PB.118958.1	ENST00000215909.10	0	287
PB.118958.1	PB.103767.2	256	287
PB.23067.1	ENST00000644935.1	0	2065
PB.23067.1	PB.157480.3	256	2065
PB.23067.1	ENST00000403663.6	256	1696
PB.45464.1	ENST00000644935.1	0	1715
PB.45464.1	PB.157480.3	256	1715
PB.157480.1	ENST00000644935.1	0	2344
PB.157480.1	PB.157480.3	256	2343
PB.157480.1	ENST00000403663.6	256	2009
PB.157480.2	PB.157480.3	0	2434
PB.157480.2	ENST00000644935.1	256	2408
PB.157480.2	ENST00000403663.6	256	2146
PB.143885.1	ENST00000407319.7	0	1849
PB.130901.1	ENST00000403663.6	0	1654
PB.130901.1	ENST00000644935.1	256	1686
PB.130901.1	PB.157480.3	256	1686
PB.143885.2	ENST00000407319.7	0	935
PB.15768.3	ENST00000403663.6	0	867
PB.15768.3	ENST00000644935.1	256	867
PB.15768.3	PB.157480.3	256	867
PB.157480.4	ENST00000644935.1	0	2466
PB.52989.1	PB.60675.2	0	1297
PB.52989.1	ENST00000248924.11	256	1309
PB.52989.1	PB.60675.3	256	1307
PB.52989.1	ENST00000323205.10	256	1064
PB.60675.1	ENST00000323205.10	0	1474
PB.60675.1	PB.60675.2	256	1290
PB.60675.1	ENST00000248924.11	256	1302
PB.60675.1	PB.60675.3	256	1300
PB.52989.2	ENST00000248924.11	0	1260
PB.52989.2	PB.60675.3	256	1258
PB.52989.2	PB.60675.2	256	1210
PB.52989.2	ENST00000323205.10	256	1004
PB.52989.3	ENST00000248924.11	0	1368
PB.52989.3	PB.60675.3	256	1366
PB.52989.3	PB.60675.2	256	1308
PB.52989.3	ENST00000323205.10	256	1388
PB.15770.1	PB.60675.2	0	225
PB.15770.1	ENST00000323205.10	256	225
PB.15770.1	ENST00000248924.11	256	225
PB.15770.1	PB.60675.3	256	225
PB.75757.1	ENST00000248924.11	0	1171
PB.75757.1	PB.60675.3	256	1171
PB.75757.1	PB.60675.2	256	1103
PB.75757.1	ENST00000323205.10	256	943
PB.68285.1	ENST00000248924.11	0	951
PB.68285.1	PB.60675.3	256	951
PB.68285.1	PB.60675.2	256	883
PB.68285.1	ENST00000323205.10	256	752
PB.30464.3	ENST00000652021.1	0	1742
PB.30464.3	ENST00000412331.6	256	1742
PB.30464.3	ENST00000624234.3	256	1742
PB.30464.3	PB.37921.1	256	1742
PB.30464.3	PB.30464.2	256	1665
PB.30464.3	PB.23070.1	256	1511
PB.68286.1	PB.45467.4	0	1216
PB.68286.1	ENST00000412331.6	256	1216
PB.68286.1	PB.37921.1	256	1216
PB.68286.1	ENST00000652021.1	256	1216
PB.68286.1	ENST00000624234.3	256	1216
PB.68286.1	PB.30464.2	256	1139
PB.150565.2		4	0
PB.83194.1	PB.37922.1	0	1049
PB.83194.1	PB.52991.1	256	1049
PB.83194.1	ENST00000215957.10	256	1049
PB.83194.1	PB.88820.1	256	1048
PB.83194.1	PB.88820.2	256	1040
PB.83194.1	PB.30465.1	256	1038
PB.150567.1	ENST00000360880.6	0	2607
PB.150567.1	PB.150567.3	256	2595
PB.150567.1	ENST00000396884.8	256	2595
PB.150567.1	PB.150567.4	256	2445
PB.150567.1	PB.164593.1	256	2441
PB.30467.1	PB.164593.1	0	2041
PB.30467.1	ENST00000360880.6	256	2038
PB.30467.1	PB.37923.1	256	2031
PB.30467.1	PB.150567.3	256	2026
PB.30467.1	ENST00000396884.8	256	2026
PB.30467.1	PB.150567.4	256	1876
PB.150567.2	ENST00000360880.6	0	2605
PB.150567.2	ENST00000396884.8	256	2593
PB.150567.2	PB.150567.3	256	2593
PB.150567.2	PB.150567.4	256	2443
PB.150567.2	PB.164593.1	256	2439
PB.150567.2	PB.37923.1	256	2100
PB.68287.1	PB.164593.1	0	1430
PB.68287.1	ENST00000360880.6	256	1427
PB.68287.1	PB.37923.1	256	1420
PB.68287.1	PB.150567.3	256	1415
PB.68287.1	ENST00000396884.8	256	1415
PB.68287.1	PB.150567.4	256	1265
PB.103774.1	ENST00000360880.6	0	636
PB.103774.1	PB.164593.1	256	636
PB.103774.1	PB.37923.1	256	635
PB.103774.1	PB.150567.3	256	630
PB.103774.1	ENST00000396884.8	256	630
PB.23072.2	PB.164593.1	0	2056
PB.23072.2	ENST00000360880.6	256	2056
PB.23072.2	PB.150567.3	256	2056
PB.23072.2	PB.37923.1	256	2056
PB.23072.2	ENST00000396884.8	256	2056
PB.23072.2	PB.150567.4	256	1907
PB.83198.1		4	0
PB.130903.1	ENST00000332509.8	0	3257
PB.130903.1	PB.88822.3	256	2526
PB.130903.1	PB.88822.1	256	2445
PB.130903.1	PB.88822.2	256	2297
PB.130903.1	PB.137374.1	256	3132
PB.130903.1	ENST00000663895.1	256	3129
PB.103775.1	PB.68290.1	0	553
PB.103775.1	ENST00000335539.7	256	553
PB.103775.1	PB.88822.3	256	553
PB.103775.1	PB.137374.2	256	553
PB.103775.1	PB.88822.4	256	553
PB.103775.1	PB.60680.1	256	551
PB.45470.1	PB.124822.2	0	1192
PB.45470.1	ENST00000361906.8	256	1168
PB.45470.1	ENST00000361684.8	256	1041
PB.45470.1	PB.88823.1	256	1041
PB.124822.1	PB.124822.2	0	3526
PB.124822.1	ENST00000361906.8	256	3525
PB.124822.1	PB.88823.1	256	3398
PB.124822.1	ENST00000361684.8	256	3365
PB.124822.3	PB.124822.2	0	3553
PB.124822.3	ENST00000361906.8	256	3540
PB.124822.3	PB.88823.1	256	3413
PB.124822.3	ENST00000361684.8	256	3380
PB.60681.2	PB.88823.1	0	1051
PB.60681.2	PB.150568.1	256	1051
PB.60681.2	ENST00000361906.8	256	1051
PB.60681.2	PB.124822.2	256	1051
PB.60681.2	PB.164596.1	256	1036
PB.60681.2	ENST00000361684.8	256	1025
PB.124822.4	PB.124822.2	0	3488
PB.124822.4	ENST00000361906.8	256	3488
PB.124822.4	PB.88823.1	256	3451
PB.124822.4	ENST00000361684.8	256	3427
PB.124822.5	PB.124822.2	0	3473
PB.124822.5	ENST00000361906.8	256	3472
PB.124822.5	PB.88823.1	256	3345
PB.124822.5	ENST00000361684.8	256	3336
PB.130904.2	ENST00000361906.8	0	3199
PB.130904.2	PB.124822.2	256	3199
PB.130904.2	PB.88823.1	256	3077
PB.130904.2	ENST00000361684.8	256	3069
PB.130904.2	PB.150568.1	256	2704
PB.124822.6	ENST00000361906.8	0	3429
PB.124822.6	PB.124822.2	256	3429
PB.124822.6	ENST00000361684.8	256	3305
PB.124822.6	PB.88823.1	256	3305
PB.124822.7	PB.124822.2	0	3372
PB.124822.7	ENST00000361906.8	256	3372
PB.124822.7	PB.88823.1	256	3248
PB.124822.7	ENST00000361684.8	256	3248
PB.124822.8	ENST00000361906.8	0	3419
PB.124822.8	PB.124822.2	256	3419
PB.124822.8	ENST00000361684.8	256	3297
PB.124822.8	PB.88823.1	256	3297
PB.60681.4	PB.124822.2	0	713
PB.60681.4	ENST00000361906.8	256	711
PB.60681.4	PB.88823.1	256	584
PB.60681.4	ENST00000361684.8	256	584
PB.150569.1	PB.143890.1	0	1297
PB.150569.1	PB.150569.2	256	1297
PB.150569.1	ENST00000396832.6	256	1296
PB.150569.1	ENST00000403904.5	256	1296
PB.150569.1	ENST00000359867.7	256	1295
PB.157483.1	PB.30471.1	0	333
PB.157483.1	PB.150569.2	256	333
PB.157483.1	PB.52993.2	256	333
PB.157483.1	PB.143890.1	256	333
PB.157483.1	ENST00000359867.7	256	333
PB.157483.1	ENST00000403904.5	256	333
PB.3846.1	PB.124823.2	0	2072
PB.3846.1	PB.150569.2	2048	333
PB.3846.1	PB.30471.1	256	333
PB.3846.1	ENST00000359867.7	256	333
PB.3846.1	PB.45471.1	256	333
PB.3846.1	ENST00000396832.6	256	333
PB.3846.1	PB.52993.2	256	333
PB.15774.3	PB.143890.1	0	1611
PB.15774.3	PB.150569.2	256	1519
PB.15774.3	ENST00000403904.5	256	1296
PB.15774.3	ENST00000396832.6	256	1296
PB.15774.3	ENST00000359867.7	256	1295
PB.23078.2	ENST00000396832.6	0	1274
PB.23078.2	ENST00000403904.5	256	1274
PB.23078.2	PB.150569.2	256	1231
PB.23078.2	PB.143890.1	256	1231
PB.23078.2	ENST00000359867.7	256	1230
PB.30471.2	ENST00000396832.6	0	1429
PB.30471.2	ENST00000403904.5	256	1429
PB.30471.2	PB.150569.2	256	1296
PB.30471.2	PB.143890.1	256	1296
PB.30471.2	ENST00000359867.7	256	1295
PB.45471.3		4	0
PB.137376.1	ENST00000359867.7	0	852
PB.137376.1	PB.143890.1	256	852
PB.137376.1	PB.150569.2	256	852
PB.137376.1	ENST00000396832.6	256	852
PB.137376.1	ENST00000403904.5	256	852
PB.137376.1	PB.30471.1	256	746
PB.124823.1	ENST00000396832.6	0	1368
PB.124823.1	ENST00000403904.5	256	1368
PB.124823.1	PB.150569.2	256	1231
PB.124823.1	PB.143890.1	256	1231
PB.124823.1	ENST00000359867.7	256	1230
PB.150570.2		4	0
PB.96174.1	ENST00000652019.1	0	770
PB.37932.1	ENST00000396821.8	0	1954
PB.68296.1	ENST00000396821.8	0	1387
PB.60686.1	ENST00000396821.8	0	1596
PB.3848.1	ENST00000396821.8	0	-1472
PB.15775.1	ENST00000396821.8	0	2472
PB.124824.1	ENST00000216039.9	0	3568
PB.124824.1	ENST00000683374.1	256	3526
PB.124824.1	PB.137377.1	256	3033
PB.124824.1	PB.137377.2	256	3030
PB.8698.1	ENST00000216044.10	0	4624
PB.88825.1	ENST00000405018.5	0	3869
PB.88825.1	ENST00000405510.5	256	3734
PB.88825.1	PB.88825.4	256	3727
PB.137379.2	ENST00000405510.5	0	3159
PB.137379.2	PB.88825.4	256	3153
PB.137379.2	ENST00000405018.5	256	3151
PB.88825.2	ENST00000405510.5	0	3799
PB.88825.2	PB.88825.4	256	3793
PB.88825.2	ENST00000405018.5	256	3669
PB.45478.1	ENST00000333039.4	0	1850
PB.8699.1	ENST00000333039.4	0	4524
PB.157489.1	ENST00000216083.6	0	2515
PB.157489.1	ENST00000407418.8	256	2515
PB.157489.1	PB.137381.3	256	2429
PB.157489.1	PB.137381.4	256	2425
PB.150578.3	ENST00000407418.8	0	2105
PB.150578.3	PB.137381.3	256	2027
PB.150578.3	ENST00000216083.6	256	1971
PB.150578.3	PB.137381.4	256	1901
PB.137381.1	ENST00000407418.8	0	2929
PB.137381.1	PB.137381.3	256	2857
PB.137381.1	ENST00000216083.6	256	2795
PB.137381.1	PB.137381.4	256	2725
PB.150578.1	ENST00000216083.6	0	2399
PB.150578.1	ENST00000407418.8	256	2399
PB.150578.1	PB.137381.3	256	2313
PB.150578.1	PB.137381.4	256	2309
PB.143894.1	ENST00000407418.8	0	2473
PB.143894.1	PB.137381.3	256	2453
PB.143894.1	ENST00000216083.6	256	2400
PB.143894.1	PB.137381.4	256	2310
PB.83213.1	ENST00000361441.5	0	979
PB.96181.1	ENST00000361441.5	0	831
PB.15780.1	ENST00000361441.5	0	2015
PB.143895.1	ENST00000216133.10	0	2914
PB.150581.1		4	0
PB.164606.1	ENST00000331163.11	0	2294
PB.164606.1	PB.157490.1	256	2294
PB.150582.1	ENST00000331163.11	0	2293
PB.150582.1	PB.157490.1	256	2293
PB.164606.2	ENST00000331163.11	0	2399
PB.164606.2	PB.157490.1	256	2399
PB.75774.1	ENST00000401609.5	0	1128
PB.75774.1	ENST00000216146.9	256	1128
PB.75774.1	PB.68302.2	256	1127
PB.75774.1	PB.37938.3	256	1126
PB.75774.1	PB.60695.3	256	1126
PB.75774.1	PB.60695.2	256	920
PB.83216.2	PB.83216.9	0	908
PB.83216.2	PB.83216.7	256	798
PB.83216.2	PB.68302.2	256	769
PB.83216.2	ENST00000216146.9	256	769
PB.83216.2	PB.37938.3	256	768
PB.83216.2	PB.60695.3	256	768
PB.103784.3	ENST00000401609.5	0	345
PB.103784.3	PB.83216.7	256	345
PB.103784.3	PB.68302.2	256	345
PB.103784.3	PB.60695.3	256	345
PB.103784.3	ENST00000216146.9	256	345
PB.103784.3	PB.83216.9	256	343
PB.111653.1	PB.68302.2	0	207
PB.111653.1	PB.83216.7	256	207
PB.111653.1	PB.75774.2	256	207
PB.111653.1	PB.75774.7	256	207
PB.111653.1	PB.96183.3	256	207
PB.111653.1	PB.83216.9	256	205
PB.111653.2	PB.45482.1	0	224
PB.111653.2	PB.83216.9	256	224
PB.111653.2	PB.75774.7	256	224
PB.111653.2	PB.75774.2	256	224
PB.111653.2	PB.83216.7	256	224
PB.75774.5	ENST00000216146.9	0	1073
PB.75774.5	PB.68302.2	256	1073
PB.75774.5	PB.60695.3	256	1045
PB.75774.5	ENST00000401609.5	256	1045
PB.75774.5	PB.37938.3	256	1045
PB.75774.5	PB.60695.2	256	867
PB.75774.6	PB.68302.2	0	1071
PB.75774.6	ENST00000401609.5	256	1071
PB.75774.6	PB.60695.3	256	1071
PB.75774.6	ENST00000216146.9	256	1071
PB.75774.6	PB.37938.3	256	1071
PB.75774.6	PB.60695.2	256	903
PB.83216.3	PB.68302.2	0	941
PB.83216.3	ENST00000216146.9	256	941
PB.83216.3	ENST00000401609.5	256	913
PB.83216.3	PB.60695.3	256	913
PB.83216.3	PB.37938.3	256	913
PB.83216.3	PB.60695.2	256	766
PB.83216.5	PB.68302.2	0	870
PB.83216.5	ENST00000216146.9	256	870
PB.83216.5	ENST00000401609.5	256	857
PB.83216.5	PB.60695.3	256	857
PB.83216.5	PB.37938.3	256	857
PB.83216.5	PB.60695.2	256	759
PB.83216.6	ENST00000216146.9	0	835
PB.83216.6	PB.68302.2	256	835
PB.83216.6	ENST00000401609.5	256	807
PB.83216.6	PB.37938.3	256	807
PB.83216.6	PB.60695.3	256	807
PB.83216.6	PB.60695.2	256	629
PB.96183.2	PB.83216.7	0	745
PB.96183.2	PB.83216.9	256	655
PB.96183.2	PB.68302.2	256	596
PB.96183.2	ENST00000401609.5	256	596
PB.96183.2	PB.37938.3	256	596
PB.96183.2	ENST00000216146.9	256	596
PB.96183.4	ENST00000216146.9	0	755
PB.96183.4	PB.60695.3	256	755
PB.96183.4	PB.83216.9	256	755
PB.96183.4	PB.68302.2	256	755
PB.96183.4	ENST00000401609.5	256	755
PB.96183.4	PB.83216.7	256	704
PB.15784.1	PB.124830.1	0	2035
PB.96184.1	ENST00000318801.8	0	725
PB.96184.1	PB.96184.2	256	690
PB.88828.2	PB.8702.1	0	4029
PB.88828.2	ENST00000328933.10	256	3997
PB.111654.1	PB.96184.2	0	376
PB.111654.1	ENST00000381535.4	256	376
PB.111654.1	ENST00000318801.8	256	376
PB.111654.1	PB.150584.1	256	314
PB.111654.1	PB.124830.1	256	314
PB.124831.1	ENST00000404569.5	0	3581
PB.124831.1	PB.3852.3	256	3551
PB.124831.1	PB.8703.1	256	3413
PB.124831.1	ENST00000325301.7	256	3301
PB.124831.1	PB.130914.3	256	3232
PB.124831.1	PB.130914.1	256	2936
PB.68307.1	ENST00000344138.9	0	1317
PB.68307.1	PB.68307.2	256	1242
PB.68307.1	PB.124833.2	256	1119
PB.68307.1	PB.130916.3	256	1119
PB.3853.2	ENST00000454349.7	0	5867
PB.3853.2	ENST00000335727.13	256	5703
PB.118986.1	ENST00000454349.7	0	257
PB.118986.1	ENST00000335727.13	256	242
PB.8705.1	ENST00000454349.7	0	4369
PB.8705.1	ENST00000335727.13	256	4222
PB.111658.1	ENST00000454349.7	0	492
PB.111658.1	ENST00000301923.13	256	492
PB.111658.1	ENST00000335727.13	256	492
PB.111659.1	ENST00000301923.13	0	420
PB.111659.1	ENST00000335727.13	256	420
PB.111659.1	ENST00000454349.7	256	420
PB.8706.1	PB.111660.1	0	428
PB.8706.1	ENST00000680978.1	256	403
PB.8706.1	ENST00000623632.4	256	403
PB.8706.1	ENST00000637666.2	256	403
PB.8706.1	ENST00000342312.9	256	403
PB.8706.1	ENST00000679723.1	256	402
PB.68309.1	ENST00000623063.3	0	1175
PB.68309.1	PB.45484.2	256	1160
PB.68309.1	ENST00000625194.4	256	1107
PB.68309.1	PB.60699.3	256	1093
PB.68309.1	ENST00000680378.1	256	1023
PB.68309.1	PB.45484.1	256	913
PB.3854.1	PB.45484.2	0	971
PB.3854.1	PB.75777.1	256	971
PB.3854.1	ENST00000623063.3	256	971
PB.3854.1	PB.60699.3	256	914
PB.3854.1	ENST00000625194.4	256	903
PB.3854.1	ENST00000680378.1	256	926
PB.3854.1	PB.111660.1	2048	245
PB.137387.1	PB.137387.5	0	2880
PB.137387.1	PB.143901.6	256	2675
PB.137387.1	ENST00000248929.14	256	2444
PB.137387.1	PB.150586.6	256	2416
PB.137387.2	PB.137387.5	0	2796
PB.137387.2	PB.143901.6	256	2591
PB.137387.2	ENST00000248929.14	256	2360
PB.137387.2	PB.150586.6	256	2339
PB.137387.3	PB.137387.5	0	2862
PB.137387.3	PB.143901.6	256	2657
PB.137387.3	ENST00000248929.14	256	2426
PB.137387.3	PB.150586.6	256	2405
PB.137387.4	ENST00000248929.14	0	2535
PB.137387.4	PB.150586.6	256	2514
PB.137387.4	PB.137387.5	256	2226
PB.137387.4	PB.143901.6	256	2021
PB.150586.1	ENST00000248929.14	0	2595
